key,x,y,width,height
2632,20,17,3,5
2633,3,8,14,9
2634,9,5,1,3
2635,4,16,9,2
2636,20,3,2,13
2637,15,0,8,21
2638,9,7,12,10
2639,3,15,13,7
2640,17,10,2,6
2641,4,9,3,5
2642,3,22,19,1
2643,7,18,1,2
2644,8,11,1,7
2645,19,2,2,8
2646,5,5,2,2
2647,1,20,6,1
2648,0,22,6,1
2649,21,1,1,7
2650,6,0,3,15
2651,5,8,8,5
2652,0,21,8,2
2653,15,5,3,1
2654,10,19,4,2
2655,6,20,11,3
2656,20,0,1,14
2657,0,11,19,8
2658,6,0,17,10
2659,13,18,1,2
2660,22,21,1,1
2661,15,5,5,9
2662,20,20,3,3
2663,11,19,5,1
2664,19,15,1,3
2665,22,3,1,20
2666,3,17,2,3
2667,6,19,12,2
2668,0,21,22,2
2669,21,3,1,3
2670,14,2,8,9
2671,17,1,2,15
2672,12,9,11,3
2673,5,7,15,9
2674,6,22,14,1
2675,3,6,12,14
2676,22,4,1,14
2677,5,6,12,16
2678,3,3,11,10
2679,7,20,2,1
2680,11,12,10,2
2681,20,7,3,9
2682,4,1,10,13
2683,22,21,1,1
2684,20,10,2,1
2685,3,8,6,4
2686,20,21,2,1
2687,19,4,2,2
2688,4,4,8,17
2689,11,21,3,2
2690,11,22,8,1
2691,0,4,21,3
2692,4,4,16,18
2693,8,21,13,2
2694,18,16,1,1
2695,18,0,2,19
2696,21,1,1,15
2697,6,19,16,1
2698,18,11,3,8
2699,0,16,12,4
2700,10,18,2,4
2701,10,15,11,2
2702,3,10,5,4
2703,8,10,14,4
2704,14,5,4,5
2705,12,18,7,4
2706,19,22,4,1
2707,21,11,1,10
2708,18,8,2,1
2709,22,22,1,1
2710,5,7,3,4
2711,4,21,16,2
2712,1,15,19,6
2713,3,18,8,2
2714,22,12,1,11
2715,5,10,17,12
2716,17,19,4,2
2717,1,15,14,5
2718,6,2,9,21
2719,9,21,8,2
2720,13,12,3,1
2721,17,7,2,3
2722,9,2,12,20
2723,8,5,5,8
2724,7,20,16,1
2725,8,15,1,6
2726,19,1,2,14
2727,17,11,1,1
2728,11,22,4,1
2729,22,22,1,1
2730,7,7,1,11
2731,14,4,9,2
2732,6,19,7,4
2733,18,9,4,14
2734,20,19,3,2
2735,2,21,8,2
2736,17,3,5,6
2737,6,12,5,8
2738,22,11,1,3
2739,17,22,1,1
2740,7,20,1,2
2741,4,0,13,21
2742,1,20,22,3
2743,5,13,12,8
2744,14,2,9,14
2745,21,18,1,5
2746,11,18,9,3
2747,13,22,6,1
2748,0,9,17,8
2749,13,13,7,1
2750,1,15,14,3
2751,0,12,2,1
2752,22,19,1,2
2753,2,16,15,4
2754,14,18,3,2
2755,18,15,4,1
2756,14,12,7,2
2757,7,4,8,3
2758,11,1,9,5
2759,2,11,2,12
2760,7,13,12,10
2761,20,2,3,21
2762,4,9,18,3
2763,1,0,21,1
2764,21,11,1,12
2765,17,19,3,3
2766,6,21,12,2
2767,14,13,8,3
2768,15,14,7,7
2769,5,14,15,5
2770,8,6,9,5
2771,13,10,7,8
2772,17,12,4,9
2773,2,0,18,23
2774,14,0,3,18
2775,0,12,17,8
2776,4,16,3,3
2777,13,2,7,21
2778,9,22,7,1
2779,4,12,8,7
2780,1,4,3,15
2781,9,12,13,9
2782,17,12,4,10
2783,8,13,8,9
2784,17,7,3,13
2785,22,5,1,18
2786,14,3,4,6
2787,3,5,9,1
2788,3,14,11,2
2789,3,20,15,1
2790,16,20,5,1
2791,19,16,4,3
2792,6,17,17,3
2793,17,18,2,4
2794,22,12,1,6
2795,2,1,3,15
2796,20,1,1,2
2797,8,16,8,1
2798,6,21,3,1
2799,4,8,6,14
2800,19,11,4,8
2801,22,17,1,2
2802,8,7,6,5
2803,9,22,14,1
2804,1,12,1,1
2805,8,16,14,3
2806,12,12,6,8
2807,5,7,5,11
2808,18,0,3,2
2809,3,5,13,7
2810,0,21,11,2
2811,21,3,1,1
2812,3,10,17,5
2813,12,8,9,9
2814,0,8,8,11
2815,3,4,15,16
2816,20,15,3,4
2817,19,7,2,2
2818,17,5,6,1
2819,17,10,2,2
2820,15,14,2,1
2821,7,18,8,3
2822,16,10,2,1
2823,9,20,11,1
2824,21,1,2,15
2825,10,2,12,8
2826,12,12,6,9
2827,1,0,8,3
2828,16,6,3,17
2829,3,14,18,4
2830,5,8,1,15
2831,9,16,3,2
2832,7,13,1,9
2833,13,12,5,9
2834,17,22,1,1
2835,21,19,2,4
2836,12,15,4,2
2837,13,21,8,1
2838,11,20,6,1
2839,0,1,2,15
2840,18,16,2,5
2841,3,14,3,1
2842,21,1,1,8
2843,2,8,20,11
2844,2,20,15,2
2845,6,10,5,4
2846,20,10,3,10
2847,11,6,10,9
2848,3,10,15,3
2849,15,8,2,7
2850,0,20,18,3
2851,15,7,8,7
2852,4,22,13,1
2853,17,15,5,4
2854,21,16,1,4
2855,21,4,1,1
2856,1,4,5,6
2857,13,3,2,18
2858,3,20,18,2
2859,4,0,7,11
2860,16,3,1,2
2861,8,21,11,1
2862,6,15,3,4
2863,18,9,3,2
2864,20,7,2,4
2865,1,12,8,1
2866,2,15,19,3
2867,7,20,11,1
2868,11,1,7,12
2869,16,12,4,9
2870,1,11,10,8
2871,15,18,7,3
2872,8,20,1,3
2873,10,4,13,8
2874,12,18,9,4
2875,3,9,15,7
2876,10,19,12,4
2877,9,10,14,1
2878,19,4,4,14
2879,22,9,1,2
2880,11,15,3,5
2881,7,18,15,3
2882,5,0,4,13
2883,1,3,12,7
2884,20,15,1,5
2885,19,4,1,5
2886,11,9,4,12
2887,20,18,3,1
2888,5,3,9,13
2889,6,6,14,9
2890,0,14,3,4
2891,21,0,2,18
2892,3,8,18,15
2893,12,20,9,3
2894,11,13,6,3
2895,6,21,5,2
2896,1,19,8,3
2897,5,17,7,2
2898,6,16,17,4
2899,18,19,3,4
2900,10,18,12,5
2901,13,17,9,1
2902,15,18,4,5
2903,14,14,1,6
2904,10,18,13,2
2905,14,19,8,3
2906,14,20,4,1
2907,7,8,8,13
2908,14,11,1,11
2909,0,17,23,3
2910,1,5,11,10
2911,11,17,4,3
2912,1,21,1,2
2913,21,2,1,8
2914,21,18,2,4
2915,8,15,1,5
2916,4,10,2,8
2917,8,13,14,2
2918,1,17,20,1
2919,14,5,7,13
2920,0,16,12,3
2921,7,10,6,12
2922,16,9,2,13
2923,4,14,16,2
2924,4,9,14,4
2925,5,12,15,2
2926,2,12,7,3
2927,21,10,1,12
2928,4,16,5,6
2929,4,15,16,2
2930,0,17,13,4
2931,12,15,2,2
2932,9,9,9,8
2933,9,0,14,20
2934,3,20,5,2
2935,21,6,2,9
2936,10,16,3,7
2937,5,19,2,2
2938,6,3,4,11
2939,17,10,1,5
2940,10,13,2,8
2941,6,20,9,3
2942,3,3,9,11
2943,10,13,1,2
2944,6,7,9,14
2945,8,3,6,19
2946,20,0,3,3
2947,1,3,2,3
2948,14,10,1,12
2949,7,1,1,11
2950,8,2,15,18
2951,17,22,6,1
2952,17,5,5,10
2953,2,10,15,2
2954,12,22,3,1
2955,15,17,5,1
2956,17,12,2,11
2957,15,4,4,9
2958,3,15,16,3
2959,15,1,4,3
2960,4,0,13,1
2961,8,13,8,8
2962,11,15,11,2
2963,4,21,10,2
2964,9,16,5,5
2965,6,8,5,9
2966,21,7,2,13
2967,5,4,17,2
2968,17,19,3,2
2969,16,16,5,7
2970,6,18,15,5
2971,4,0,15,2
2972,5,11,8,9
2973,17,17,6,1
2974,11,10,12,1
2975,1,16,22,5
2976,6,19,14,2
2977,18,7,3,9
2978,11,18,1,2
2979,20,18,2,5
2980,14,14,5,6
2981,14,10,1,9
2982,18,1,2,4
2983,0,3,18,4
2984,8,12,15,5
2985,0,18,13,1
2986,13,17,2,3
2987,1,11,7,11
2988,0,19,4,3
2989,4,18,15,1
2990,22,19,1,2
2991,6,13,12,5
2992,1,3,12,6
2993,9,0,6,5
2994,2,5,1,3
2995,2,18,5,1
2996,9,11,9,4
2997,2,18,17,3
2998,19,19,3,1
2999,4,13,5,5
3000,14,0,4,6
3001,19,1,1,5
3002,15,14,5,7
3003,14,4,1,4
3004,12,19,8,2
3005,20,7,2,2
3006,19,6,1,6
3007,1,1,11,5
3008,7,10,9,7
3009,7,15,7,1
3010,1,13,21,1
3011,16,2,4,6
3012,10,14,6,5
3013,19,12,4,6
3014,3,14,6,3
3015,19,18,2,3
3016,9,8,10,10
3017,1,18,22,4
3018,8,13,14,4
3019,13,10,6,8
3020,15,15,3,8
3021,11,8,3,10
3022,12,19,6,1
3023,21,15,2,2
3024,20,4,2,2
3025,15,10,4,11
3026,6,7,12,8
3027,20,17,3,2
3028,15,11,5,3
3029,14,13,2,6
3030,13,1,8,11
3031,14,21,4,1
3032,7,9,10,5
3033,5,18,12,3
3034,22,4,1,17
3035,0,1,21,3
3036,18,16,1,4
3037,8,7,2,5
3038,0,5,1,11
3039,8,21,14,1
3040,22,15,1,3
3041,22,20,1,2
3042,17,2,5,20
3043,14,18,7,2
3044,6,14,3,7
3045,9,16,4,2
3046,9,12,1,1
3047,13,7,5,4
3048,15,20,3,3
3049,22,14,1,5
3050,13,15,7,2
3051,0,14,10,9
3052,19,20,4,1
3053,8,12,9,3
3054,18,11,3,7
3055,3,8,20,3
3056,21,16,2,1
3057,6,20,7,3
3058,15,8,6,7
3059,7,5,7,14
3060,13,1,5,18
3061,17,10,5,5
3062,22,10,1,2
3063,0,19,17,2
3064,1,14,9,2
3065,19,2,3,12
3066,2,20,7,3
3067,16,18,7,1
3068,9,15,11,8
3069,6,2,16,10
3070,20,0,2,17
3071,2,21,20,1
3072,19,2,1,5
3073,8,3,1,7
3074,6,7,4,10
3075,12,10,4,10
3076,3,13,13,2
3077,5,22,9,1
3078,1,21,2,2
3079,16,7,5,9
3080,0,1,6,21
3081,9,12,7,10
3082,2,6,13,8
3083,2,7,19,11
3084,21,0,1,21
3085,22,9,1,3
3086,14,22,2,1
3087,3,12,2,4
3088,21,7,1,8
3089,11,6,2,14
3090,0,8,13,5
3091,2,17,5,1
3092,21,18,1,2
3093,12,18,2,2
3094,19,6,1,15
3095,6,12,14,1
3096,0,20,20,2
3097,0,15,13,8
3098,15,22,2,1
3099,2,9,6,14
3100,14,13,1,5
3101,18,1,3,18
3102,14,6,1,3
3103,11,13,7,2
3104,19,6,1,12
3105,4,11,6,11
3106,3,9,7,14
3107,13,8,10,15
3108,3,21,4,1
3109,22,6,1,8
3110,2,12,6,5
3111,18,12,3,1
3112,1,0,15,20
3113,14,21,9,2
3114,4,19,9,3
3115,19,8,1,9
3116,12,21,2,1
3117,8,16,5,4
3118,7,6,4,6
3119,1,9,7,1
3120,13,15,3,7
3121,2,9,7,4
3122,16,10,3,5
3123,16,21,6,1
3124,0,10,20,3
3125,8,9,3,1
3126,12,7,9,10
3127,4,9,11,8
3128,2,3,3,13
3129,11,11,4,12
3130,14,14,1,8
3131,21,4,1,18
3132,18,0,4,23
3133,14,1,4,8
3134,18,3,3,3
3135,10,0,9,8
3136,9,1,5,22
3137,11,8,5,3
3138,1,20,4,1
3139,14,19,3,3
3140,21,14,1,8
3141,3,18,18,2
3142,16,8,3,13
3143,3,22,19,1
3144,20,5,1,13
3145,12,12,2,6
3146,18,20,3,1
3147,15,3,5,4
3148,8,15,14,5
3149,13,7,7,4
3150,5,7,18,11
3151,1,6,7,17
3152,3,4,3,4
3153,17,13,6,5
3154,2,15,16,5
3155,19,9,1,14
3156,1,14,3,8
3157,17,17,6,6
3158,0,9,21,5
3159,5,1,6,20
3160,6,22,15,1
3161,4,1,1,2
3162,7,12,10,3
3163,3,6,4,12
3164,12,0,2,21
3165,6,17,4,2
3166,18,7,4,11
3167,11,22,8,1
3168,17,13,5,3
3169,5,7,9,15
3170,1,16,6,4
3171,10,18,10,5
3172,0,6,14,3
3173,16,17,2,3
3174,10,17,3,5
3175,10,9,1,13
3176,17,16,6,3
3177,7,3,2,7
3178,15,18,6,3
3179,9,20,8,3
3180,2,17,4,1
3181,0,12,11,1
3182,8,10,6,8
3183,6,20,13,3
3184,16,6,3,8
3185,15,5,6,14
3186,18,20,4,3
3187,20,15,3,2
3188,17,22,4,1
3189,2,11,20,12
3190,9,15,3,5
3191,9,14,4,7
3192,20,22,3,1
3193,6,11,16,12
3194,2,22,16,1
3195,20,22,3,1
3196,16,17,5,4
3197,15,15,6,7
3198,14,4,9,13
3199,18,14,5,6
3200,6,16,10,3
3201,17,18,6,3
3202,9,9,11,4
3203,20,21,1,1
3204,10,17,5,1
3205,19,13,1,1
3206,17,6,4,10
3207,17,0,6,2
3208,2,4,17,3
3209,7,1,14,20
3210,16,12,1,7
3211,13,15,4,6
3212,10,8,9,5
3213,20,14,2,1
3214,18,9,5,3
3215,7,16,3,4
3216,6,7,14,6
3217,10,14,3,3
3218,8,7,5,16
3219,5,5,1,14
3220,8,18,11,4
3221,5,20,10,1
3222,17,3,6,11
3223,17,17,3,6
3224,8,9,5,14
3225,11,7,4,12
3226,10,17,8,2
3227,1,13,5,5
3228,16,7,3,11
3229,7,3,2,7
3230,20,12,3,1
3231,18,12,3,8
3232,6,8,17,7
3233,16,17,1,4
3234,13,8,10,7
3235,1,21,16,2
3236,21,19,1,2
3237,13,11,2,3
3238,9,17,9,2
3239,19,8,3,3
3240,8,15,3,6
3241,22,22,1,1
3242,8,22,1,1
3243,17,15,5,3
3244,19,17,3,1
3245,9,17,3,2
3246,14,14,9,4
3247,7,20,16,3
3248,8,5,15,1
3249,1,6,19,8
3250,10,15,9,2
3251,2,19,20,3
3252,1,0,3,9
3253,0,8,12,2
3254,14,9,8,14
3255,12,3,10,20
3256,5,6,7,7
3257,1,20,11,3
3258,6,17,11,3
3259,8,16,13,6
3260,15,21,3,2
3261,2,2,3,19
3262,20,10,1,1
3263,10,11,5,8
3264,3,14,20,7
3265,12,4,2,4
3266,18,17,3,6
3267,9,20,6,1
3268,14,17,3,5
3269,20,12,1,11
3270,15,22,7,1
3271,14,21,4,1
3272,18,8,4,9
3273,0,2,3,6
3274,13,7,10,5
3275,4,19,6,2
3276,22,19,1,2
3277,14,1,8,6
3278,8,14,10,1
3279,14,11,6,5
3280,6,9,2,3
3281,18,10,1,10
3282,17,9,5,9
3283,2,22,11,1
3284,3,19,15,4
3285,16,16,5,3
3286,10,15,4,5
3287,18,12,4,5
3288,10,4,11,12
3289,12,13,5,6
3290,16,18,2,3
3291,6,12,12,10
3292,6,15,9,7
3293,13,11,10,7
3294,15,11,2,4
3295,0,7,20,9
3296,19,12,3,11
3297,6,5,11,5
3298,2,9,19,6
3299,21,22,1,1
3300,13,2,4,5
3301,11,15,5,8
3302,14,10,5,5
3303,7,18,4,1
3304,6,5,12,12
3305,12,2,6,11
3306,0,12,10,3
3307,3,9,8,4
3308,4,14,10,1
3309,13,0,8,4
3310,21,2,1,21
3311,7,19,14,3
3312,18,17,5,1
3313,17,3,5,16
3314,2,2,1,20
3315,0,16,17,2
3316,17,14,2,1
3317,14,16,1,2
3318,2,12,3,7
3319,21,5,1,8
3320,1,16,5,6
3321,18,9,5,10
3322,21,3,1,17
3323,8,7,14,13
3324,2,5,16,3
3325,15,8,4,12
3326,9,20,10,3
3327,9,1,4,4
3328,0,8,7,5
3329,10,12,11,7
3330,7,5,8,15
3331,3,17,14,5
3332,1,10,14,4
3333,16,3,6,10
3334,8,11,9,10
3335,22,14,1,9
3336,10,18,1,2
3337,15,7,5,11
3338,2,5,12,14
3339,18,4,5,1
3340,15,12,7,3
3341,13,6,5,2
3342,9,1,6,2
3343,1,6,9,15
3344,2,21,6,2
3345,7,17,14,6
3346,13,10,1,7
3347,3,17,20,1
3348,18,7,5,8
3349,18,15,3,8
3350,21,18,1,3
3351,13,10,1,4
3352,11,12,1,3
3353,9,3,3,4
3354,21,21,1,1
3355,10,0,12,8
3356,9,11,12,5
3357,9,8,5,5
3358,10,22,6,1
3359,19,13,3,1
3360,12,3,3,13
3361,1,9,18,5
3362,0,4,3,16
3363,7,12,9,8
3364,2,3,13,11
3365,8,4,10,14
3366,19,18,4,2
3367,11,3,8,3
3368,4,14,4,8
3369,20,12,2,10
3370,15,3,1,3
3371,1,20,7,2
3372,6,6,15,13
3373,6,9,9,14
3374,11,20,11,2
3375,8,8,7,12
3376,21,10,1,11
3377,16,16,5,1
3378,3,22,7,1
3379,17,17,6,1
3380,2,20,10,3
3381,15,10,5,7
3382,10,5,4,17
3383,2,22,19,1
3384,14,5,4,4
3385,8,7,9,10
3386,5,6,6,11
3387,19,4,1,9
3388,9,8,7,6
3389,7,14,7,5
3390,5,2,1,11
3391,6,5,8,10
3392,12,18,6,2
3393,18,14,4,2
3394,12,15,1,5
3395,13,2,4,12
3396,19,1,3,12
3397,21,9,1,1
3398,14,7,2,12
3399,20,18,1,3
3400,7,10,16,6
3401,1,5,6,6
3402,18,4,1,16
3403,6,16,4,6
3404,22,0,1,18
3405,18,4,1,12
3406,11,16,4,2
3407,2,22,13,1
3408,3,16,17,1
3409,9,1,14,8
3410,3,8,16,10
3411,11,14,1,3
3412,11,8,11,8
3413,17,5,6,5
3414,8,19,5,4
3415,11,17,9,3
3416,19,13,2,9
3417,22,3,1,20
3418,21,19,1,4
3419,13,8,6,5
3420,22,6,1,11
3421,14,19,7,3
3422,13,18,10,3
3423,4,2,3,15
3424,0,1,14,11
3425,5,4,4,8
3426,9,2,4,18
3427,19,18,2,4
3428,17,18,1,1
3429,0,15,13,2
3430,2,20,2,2
3431,4,14,4,5
3432,2,12,14,8
3433,13,13,10,10
3434,9,16,11,4
3435,16,20,7,2
3436,19,10,4,1
3437,17,5,1,4
3438,20,21,1,1
3439,13,10,6,3
3440,17,7,6,15
3441,16,19,3,2
3442,2,18,21,1
3443,22,3,1,19
3444,4,17,10,6
3445,21,13,1,9
3446,1,18,10,3
3447,11,6,11,17
3448,13,5,6,1
3449,11,7,9,1
3450,13,9,5,1
3451,6,6,9,15
3452,2,6,15,3
3453,17,1,1,7
3454,14,16,2,2
3455,13,7,8,14
3456,8,22,3,1
3457,16,22,4,1
3458,8,9,13,4
3459,22,1,1,17
3460,3,6,20,8
3461,2,1,5,10
3462,11,19,2,2
3463,18,4,5,19
3464,19,14,4,5
3465,11,11,3,1
3466,8,17,6,1
3467,14,15,3,5
3468,16,13,1,9
3469,13,3,10,17
3470,5,21,13,2
3471,11,9,11,7
3472,6,7,9,6
3473,15,13,4,1
3474,3,7,14,10
3475,5,14,11,2
3476,8,1,15,20
3477,15,0,3,3
3478,13,17,4,5
3479,10,9,5,12
3480,19,18,3,1
3481,8,10,6,12
3482,13,17,3,2
3483,13,10,3,8
3484,6,8,15,2
3485,19,2,1,3
3486,19,18,1,5
3487,17,16,6,5
3488,7,19,10,2
3489,13,10,10,4
3490,11,9,10,3
3491,3,19,8,3
3492,4,17,7,6
3493,8,21,1,1
3494,11,22,1,1
3495,22,2,1,20
3496,16,21,2,1
3497,7,16,6,1
3498,16,6,3,7
3499,21,20,2,1
3500,6,1,4,12
3501,11,22,5,1
3502,4,16,10,2
3503,15,4,7,1
3504,14,14,5,2
3505,19,6,3,11
3506,8,12,7,10
3507,18,9,5,2
3508,22,3,1,15
3509,19,3,1,13
3510,3,1,18,19
3511,16,0,2,13
3512,1,19,5,2
3513,2,16,4,5
3514,5,15,10,2
3515,5,1,3,22
3516,17,14,3,6
3517,2,21,14,2
3518,13,22,5,1
3519,20,8,3,14
3520,6,5,11,8
3521,21,18,1,1
3522,9,15,2,5
3523,17,16,1,1
3524,6,1,1,15
3525,22,21,1,2
3526,5,16,6,6
3527,7,4,14,10
3528,4,18,12,5
3529,22,4,1,4
3530,11,6,12,2
3531,9,22,11,1
3532,4,9,2,13
3533,18,19,5,4
3534,19,6,2,9
3535,3,18,7,5
3536,5,21,8,1
3537,16,7,3,9
3538,12,14,1,5
3539,0,4,16,11
3540,5,5,18,4
3541,17,21,6,1
3542,16,22,4,1
3543,17,5,3,9
3544,16,2,4,10
3545,8,2,9,3
3546,1,17,11,5
3547,12,10,6,3
3548,20,16,1,3
3549,17,22,4,1
3550,5,22,6,1
3551,5,1,11,6
3552,3,21,18,1
3553,19,0,3,18
3554,19,16,2,2
3555,16,19,5,3
3556,11,7,8,11
3557,5,4,1,10
3558,3,2,13,16
3559,0,19,7,2
3560,7,13,4,9
3561,18,19,3,4
3562,19,3,2,14
3563,20,20,2,2
3564,0,13,20,6
3565,16,15,2,7
3566,6,2,1,2
3567,12,18,2,2
3568,3,11,14,8
3569,17,8,5,15
3570,10,15,10,7
3571,19,7,2,10
3572,1,11,22,5
3573,4,7,16,13
3574,0,1,9,7
3575,21,4,2,19
3576,4,13,12,6
3577,21,0,1,5
3578,16,13,6,6
3579,11,2,10,17
3580,2,0,5,13
3581,10,14,5,8
3582,14,10,1,6
3583,3,14,20,9
3584,9,14,2,9
3585,14,14,2,1
3586,9,2,1,6
3587,17,5,6,16
3588,14,6,6,14
3589,11,9,7,11
3590,17,20,1,1
3591,13,18,9,3
3592,14,9,7,14
3593,9,15,13,6
3594,5,8,12,12
3595,1,20,1,1
3596,15,10,2,6
3597,14,15,2,1
3598,19,22,4,1
3599,6,13,10,6
3600,5,4,3,7
3601,15,3,3,10
3602,20,5,1,13
3603,13,18,2,3
3604,16,12,6,9
3605,18,18,1,2
3606,14,7,1,16
3607,15,1,7,5
3608,6,4,16,6
3609,22,19,1,3
3610,1,19,14,2
3611,20,22,3,1
3612,14,4,6,2
3613,19,6,3,13
3614,18,21,1,2
3615,1,2,20,17
3616,0,21,23,1
3617,16,19,3,2
3618,6,20,13,3
3619,20,7,1,4
3620,22,7,1,3
3621,16,5,3,7
3622,8,10,11,2
3623,2,13,16,10
3624,10,10,3,4
3625,12,14,11,5
3626,19,14,1,1
3627,9,15,6,7
3628,13,20,2,2
3629,1,22,9,1
3630,5,15,4,5
3631,12,14,1,9
3632,8,2,13,18
3633,0,4,9,6
3634,13,15,3,4
3635,17,16,4,3
3636,21,18,1,5
3637,14,9,8,13
3638,20,6,2,16
3639,9,16,6,4
3640,22,9,1,7
3641,20,11,3,4
3642,19,14,3,3
3643,5,22,7,1
3644,16,22,4,1
3645,7,1,15,1
3646,2,14,12,9
3647,4,21,9,1
3648,2,5,7,16
3649,21,6,2,5
3650,2,8,19,1
3651,4,0,5,20
3652,19,6,2,9
3653,8,22,1,1
3654,7,9,13,8
3655,11,0,2,17
3656,12,12,7,1
3657,3,13,7,3
3658,3,17,20,3
3659,15,9,6,1
3660,19,7,1,15
3661,17,16,3,4
3662,9,15,7,2
3663,1,15,9,1
3664,4,4,16,6
3665,12,21,10,1
3666,3,5,15,10
3667,4,18,1,1
3668,5,1,7,21
3669,20,21,3,1
3670,13,13,4,3
3671,5,20,16,2
3672,10,13,2,4
3673,10,21,4,1
3674,19,7,4,9
3675,11,12,2,3
3676,12,7,5,15
3677,5,15,9,5
3678,12,21,2,1
3679,8,21,1,2
3680,14,4,7,2
3681,18,12,2,9
3682,5,20,8,1
3683,20,5,1,16
3684,13,4,7,9
3685,4,3,13,10
3686,19,15,4,2
3687,0,10,19,10
3688,17,14,4,4
3689,18,19,5,1
3690,9,8,1,14
3691,13,8,3,6
3692,22,19,1,4
3693,4,9,8,2
3694,4,18,13,2
3695,16,2,3,7
3696,1,4,8,18
3697,15,7,5,10
3698,4,6,2,17
3699,1,17,2,4
3700,14,14,3,4
3701,13,9,3,7
3702,15,19,4,3
3703,13,11,2,2
3704,16,4,1,9
3705,11,5,8,14
3706,1,6,22,11
3707,0,17,15,1
3708,21,20,1,1
3709,4,5,6,9
3710,15,14,8,5
3711,22,3,1,17
3712,13,20,9,1
3713,18,8,2,8
3714,3,10,14,12
3715,18,5,3,14
3716,17,11,1,1
3717,3,19,16,1
3718,20,0,2,11
3719,11,17,1,5
3720,7,17,15,5
3721,2,13,13,8
3722,9,19,1,1
3723,3,11,7,1
3724,5,2,4,15
3725,14,12,8,2
3726,19,4,1,6
3727,11,20,1,2
3728,11,13,2,1
3729,19,8,2,14
3730,14,13,9,7
3731,15,14,6,5
3732,5,12,7,4
3733,13,10,1,11
3734,1,4,13,15
3735,6,3,4,4
3736,17,17,6,5
3737,13,2,5,5
3738,19,3,3,20
3739,20,9,3,11
3740,19,15,4,4
3741,4,1,7,9
3742,12,5,9,2
3743,22,18,1,3
3744,3,1,6,15
3745,14,13,8,7
3746,1,10,15,6
3747,2,17,5,4
3748,12,11,8,6
3749,20,4,2,14
3750,14,0,4,8
3751,8,14,12,9
3752,0,16,8,4
3753,8,7,12,9
3754,18,11,4,1
3755,4,21,15,1
3756,2,11,5,6
3757,3,21,10,1
3758,1,18,7,2
3759,2,7,12,7
3760,4,19,3,2
3761,5,2,3,9
3762,8,0,6,16
3763,21,18,2,4
3764,11,14,11,4
3765,19,10,3,4
3766,3,16,11,3
3767,2,3,12,14
3768,1,1,9,19
3769,18,16,5,5
3770,11,5,1,14
3771,8,12,8,1
3772,13,20,10,3
3773,3,20,9,1
3774,6,2,3,7
3775,1,18,9,5
3776,22,15,1,2
3777,4,6,13,1
3778,18,15,5,2
3779,20,4,1,8
3780,15,3,2,20
3781,20,5,1,13
3782,17,10,4,5
3783,12,17,3,3
3784,21,6,2,14
3785,18,1,3,11
3786,19,3,2,17
3787,1,4,22,19
3788,1,13,15,8
3789,17,14,1,8
3790,4,22,1,1
3791,15,13,3,3
3792,11,17,4,2
3793,6,14,17,5
3794,1,14,22,3
3795,5,4,4,13
3796,14,14,4,3
3797,4,14,3,3
3798,13,15,4,7
3799,3,15,8,3
3800,9,20,12,2
3801,7,6,10,6
3802,18,10,5,10
3803,18,12,4,8
3804,1,15,8,3
3805,21,5,2,16
3806,14,17,6,2
3807,0,22,7,1
3808,10,16,7,6
3809,13,12,8,7
3810,18,18,2,4
3811,11,20,3,2
3812,2,4,9,7
3813,5,6,5,5
3814,11,16,8,5
3815,1,20,1,3
3816,4,4,14,12
3817,15,21,5,2
3818,18,21,4,1
3819,14,22,5,1
3820,2,4,6,8
3821,22,1,1,13
3822,3,15,7,5
3823,20,14,3,1
3824,12,7,2,9
3825,11,5,6,11
3826,22,12,1,8
3827,18,22,2,1
3828,7,21,9,2
3829,1,3,5,12
3830,10,14,6,3
3831,17,13,4,5
3832,11,20,1,3
3833,1,15,11,3
3834,7,12,14,11
3835,12,3,10,15
3836,3,8,13,2
3837,21,15,1,5
3838,21,11,2,4
3839,13,13,4,2
3840,15,9,1,3
3841,21,5,1,13
3842,15,16,8,4
3843,12,3,9,5
3844,15,20,8,1
3845,6,13,12,5
3846,15,19,2,1
3847,8,7,5,6
3848,2,3,9,9
3849,2,7,6,8
3850,6,4,1,17
3851,18,17,2,6
3852,6,21,11,2
3853,14,16,4,3
3854,14,16,1,2
3855,3,10,13,5
3856,6,14,9,3
3857,6,12,13,3
3858,12,16,10,6
3859,12,20,6,2
3860,14,21,9,2
3861,14,2,3,21
3862,12,17,10,3
3863,3,3,12,18
3864,19,22,1,1
3865,7,10,13,2
3866,18,19,5,3
3867,21,17,2,5
3868,21,18,2,5
3869,11,17,1,4
3870,8,5,4,2
3871,21,21,1,1
3872,18,1,4,13
3873,4,11,9,3
3874,9,22,6,1
3875,7,14,15,3
3876,22,18,1,1
3877,3,17,20,2
3878,20,8,2,12
3879,18,5,2,1
3880,6,14,13,3
3881,18,19,1,2
3882,17,10,1,2
3883,20,3,3,14
3884,20,6,1,8
3885,0,2,7,12
3886,16,14,5,8
3887,17,19,6,3
3888,15,22,8,1
3889,9,14,5,2
3890,21,18,2,2
3891,8,0,11,2
3892,22,12,1,4
3893,1,8,1,6
3894,9,3,11,11
3895,0,1,4,8
3896,14,9,6,12
3897,22,18,1,1
3898,9,13,10,9
3899,9,1,8,12
3900,16,12,2,3
3901,9,13,12,7
3902,8,6,3,4
